거래일,거래시간,연료전지,석탄가스화복합화력(IGCC),태양광,풍력,수력,해양에너지,바이오에너지,폐기물에너지,신재생 합계,,
2021-01-01,1,484.648144,185.332,5.421083,709.368796,94.981629,0,722.389131,0,2202.140783,,725.632045
2021-01-01,2,484.8933,235.33104,1.849358,690.171011,94.30723,0,721.818571,0,2228.37051,,
2021-01-01,3,484.925545,238.34664,1.226078,699.105388,90.826572,0,723.330761,0,2237.760984,,
2021-01-01,4,485.075876,238.60592,0.73417,666.601598,86.021188,61.221048,721.133606,0,2259.393406,,
2021-01-01,5,485.112767,239.09256,0.694968,613.366167,82.827552,146.600496,719.15594,0,2286.85045,,
2021-01-01,6,484.930229,241.1136,0.482036,584.125522,81.552198,171.44988,717.165945,0,2280.81941,,
2021-01-01,7,484.777331,239.06176,0.037488,469.943273,81.55378,153.566112,721.824354,0,2150.764098,,
2021-01-01,8,484.855441,237.8208,2.233529,447.463795,83.986934,95.39796,724.734105,0,2076.492564,,
2021-01-01,9,484.918607,238.1988,144.596483,482.19069,524.079963,19.81728,720.912579,0,2614.714402,,
2021-01-01,10,484.9363,239.11776,598.289362,512.59355,550.066813,0,715.477707,0,3100.481492,,
2021-01-01,11,484.806682,238.95536,772.270638,603.59115,598.902537,0,715.745022,0,3414.271389,,
2021-01-01,12,485.014251,236.52608,969.691053,669.076079,582.388374,0,716.589976,0,3659.285813,,
2021-01-01,13,484.843419,237.54304,986.430299,659.03829,250.492645,0,711.467094,0,3329.814787,,
2021-01-01,14,484.58379,239.79816,878.313627,622.619199,399.150293,0,711.797432,0,3336.262501,,
2021-01-01,15,484.427091,238.56392,737.724769,620.900919,389.532529,0,716.544862,0,3187.69409,,
2021-01-01,16,484.469106,237.1908,455.044815,620.797507,422.748741,121.454928,716.713582,0,3058.419479,,
2021-01-01,17,484.350063,237.19976,239.371585,623.109092,334.462299,206.855712,718.900532,0,2844.249043,,
2021-01-01,18,483.974055,238.4004,467.961698,579.828116,342.449394,243.663336,714.395341,0,3070.67234,,
2021-01-01,19,484.090847,238.28056,546.630203,501.945957,305.35415,241.560984,730.69716,0,3048.559861,,
2021-01-01,20,483.810078,237.18464,459.621735,414.546813,282.938842,196.669872,734.652023,0,2809.424003,,
2021-01-01,21,483.201288,238.5348,298.6365,378.164337,207.987557,112.260624,729.530828,0,2448.315934,,
2021-01-01,22,482.778968,238.60816,115.813477,377.368121,201.241673,29.732808,708.560974,0,2154.104181,,
2021-01-01,23,482.852177,239.81552,33.219009,395.784454,126.305342,0,714.679726,0,1992.656228,,
2021-01-01,24,482.828966,237.62816,7.300684,409.674304,93.223867,0,715.979968,0,1946.635949,,
2021-01-02,1,482.598725,239.28744,2.653977,430.582649,93.292556,0,713.542655,0,1961.958002,,
2021-01-02,2,482.468885,240.45448,0.852064,425.33454,93.676201,0,715.176751,0,1957.962921,,
2021-01-02,3,482.640938,240.9988,0.742316,434.191272,92.265195,0,718.753877,0,1969.592398,,
2021-01-02,4,482.662016,239.0248,0.66193,422.283823,87.943752,0.821016,714.579888,0,1947.977225,,
2021-01-02,5,482.596165,237.65448,0.625632,427.452301,84.482347,110.093088,714.984726,0,2057.888739,,
2021-01-02,6,482.525488,239.18384,0.34414,481.441546,81.890616,156.417744,717.575298,0,2159.378672,,
2021-01-02,7,482.536708,238.64176,0.026717,465.315826,80.426086,163.31532,720.07481,0,2150.337227,,
2021-01-02,8,482.548645,237.95352,2.090735,437.501854,82.144796,127.802472,720.771369,0,2090.813391,,
2021-01-02,9,482.605967,237.93784,126.94746,408.196204,374.757726,56.18676,716.829457,0,2403.461414,,
2021-01-02,10,482.172918,239.48064,630.545075,410.132932,539.611458,2.817024,717.806899,0,3022.566946,,
2021-01-02,11,482.096364,239.5932,965.032504,438.244456,586.404536,0,711.716074,0,3423.087134,,
2021-01-02,12,481.936851,238.7,1323.888642,485.854332,578.100497,0,710.751726,0,3819.232048,,
2021-01-02,13,481.93601,238.94696,1554.085818,554.234312,165.11942,0,710.591455,0,3704.913975,,
2021-01-02,14,482.245483,239.78696,1658.805494,573.531397,114.049797,0,709.471032,0,3777.890163,,
2021-01-02,15,482.58939,240.95232,1681.964391,571.222574,362.516562,0,714.531138,0,4053.776375,,
2021-01-02,16,482.485498,241.16848,1306.165017,611.630309,444.163813,19.345368,708.512804,0,3813.471289,,
2021-01-02,17,482.534767,238.08232,522.465356,627.934526,468.055862,151.433184,710.145915,0,3200.65193,,
2021-01-02,18,482.157517,240.12352,623.026602,673.741319,457.90868,216.54108,711.285383,0,3404.784101,,
2021-01-02,19,481.259396,239.36696,827.310438,707.80906,364.006941,241.944864,706.445642,0,3568.143301,,
2021-01-02,20,481.247484,238.54936,882.226875,724.706915,323.169972,229.118904,707.199753,0,3586.219263,,
2021-01-02,21,481.276073,237.73344,688.449824,756.17742,270.114681,168.283416,706.967412,0,3309.002266,,
2021-01-02,22,481.665205,239.31488,289.252088,717.492445,219.820947,82.777128,708.826721,0,2739.149414,,
2021-01-02,23,481.764534,239.44872,100.84057,683.911401,188.938037,11.223912,708.386244,0,2414.513418,,
2021-01-02,24,481.793714,238.80976,24.413953,651.498021,97.285109,0,704.233969,0,2198.034526,,
2021-01-03,1,481.786693,237.37896,9.511254,640.50466,89.11547,0,703.228197,0,2161.525234,,
2021-01-03,2,481.492676,239.44368,3.422337,684.666449,90.18776,0,710.417037,0,2209.629939,,
2021-01-03,3,481.412395,240.0272,1.566526,676.987139,88.314138,0,713.405198,0,2201.712596,,
2021-01-03,4,481.278359,238.65912,0.776553,714.328906,85.085652,0,714.171923,0,2234.300513,,
2021-01-03,5,480.786021,236.21584,0.727309,689.785813,81.697398,31.849104,709.743372,0,2230.804857,,
2021-01-03,6,479.232981,238.24024,0.51392,739.051361,77.032273,137.005008,708.470411,0,2379.546194,,
2021-01-03,7,478.344303,238.02632,0.031985,776.87815,74.485742,168.92652,709.895112,0,2446.588132,,
2021-01-03,8,478.279713,237.68752,1.413294,787.807037,116.356099,161.53284,712.95305,0,2496.029553,,
2021-01-03,9,478.24537,236.03664,241.73,713.80435,532.38207,116.133528,713.272743,0,3031.604701,,
2021-01-03,10,478.481929,240.28256,1147.479654,755.939871,470.424724,41.196288,710.660822,0,3844.465848,,
2021-01-03,11,478.571857,238.46592,1278.875242,724.530092,593.818556,0.001344,711.783352,0,4026.046363,,
2021-01-03,12,478.314373,238.25088,1558.82145,653.774217,599.0119,0,711.656884,0,4239.829704,,
2021-01-03,13,478.561781,237.00488,1469.373795,651.970548,245.461473,0,705.410485,0,3787.782962,,
2021-01-03,14,478.852673,239.3636,1195.727519,662.778727,383.726103,0,696.927555,0,3657.376177,,
2021-01-03,15,478.979975,240.81456,839.866138,640.234335,455.296168,0,715.75542,0,3370.946596,,
2021-01-03,16,479.009878,239.84912,407.133106,668.557348,603.034055,0,713.142475,0,3110.725982,,
2021-01-03,17,479.044312,237.8124,248.110392,620.906969,327.345443,51.37608,714.746757,0,2679.342353,,
2021-01-03,18,478.975533,239.43584,617.442014,555.050658,255.667733,166.4964,734.962002,0,3048.03018,,
2021-01-03,19,478.92021,239.63128,801.691255,548.710993,226.193079,221.887008,695.359298,0,3212.393123,,
2021-01-03,20,479.034069,237.74576,794.400367,565.40288,226.758288,233.373504,625.717549,0,3162.432417,,
2021-01-03,21,479.597686,237.6584,432.755936,613.573361,179.897018,205.076088,621.480738,0,2770.039227,,
2021-01-03,22,480.84623,239.03656,191.259907,639.240875,124.695429,130.955496,620.366891,0,2426.401388,,
2021-01-03,23,481.997743,239.3468,64.889992,641.396976,89.442431,47.946024,622.641105,0,2187.661071,,
2021-01-03,24,482.475621,237.82416,15.361442,617.676369,84.329264,1.080408,625.910182,0,2064.657446,,
2021-01-04,1,482.522044,237.67856,6.226187,596.92598,86.518954,0,622.114098,0,2031.985823,,
2021-01-04,2,482.47885,238.21168,3.35503,592.008204,87.863366,0,622.600387,0,2026.517517,,
2021-01-04,3,481.812626,239.78416,2.392916,562.302494,88.328838,0,621.16001,0,1995.781044,,
2021-01-04,4,481.10159,237.82248,0.846473,553.083511,86.21999,0,620.914539,0,1979.988583,,
2021-01-04,5,481.006852,237.4232,0.713319,525.080037,83.380552,0,617.783466,0,1945.387426,,
2021-01-04,6,480.628312,237.48872,0.526416,521.190401,80.218237,60.816336,616.923554,0,1997.791976,,
2021-01-04,7,478.702411,237.01104,0.0772,515.827178,75.935109,146.803272,616.330108,0,2070.686318,,
2021-01-04,8,478.750939,237.56488,3.564585,426.746914,109.522804,164.375232,616.987525,0,2037.512879,,
2021-01-04,9,478.13385,237.01608,294.595517,349.350392,539.848832,144.573744,612.972155,0,2656.49057,,
2021-01-04,10,478.137064,237.43608,1039.517979,355.06017,561.872685,87.270792,615.647219,0,3374.941989,,
2021-01-04,11,477.813164,239.21128,1169.895043,313.754463,569.215863,16.632336,608.735354,0,3395.257503,,
2021-01-04,12,478.16687,238.73472,1379.624805,283.399201,468.723624,0,602.012277,0,3450.661497,,
2021-01-04,13,478.434262,239.22304,1399.564658,219.436339,260.268195,0,609.536143,0,3206.462637,,
2021-01-04,14,478.96851,240.51216,1338.885038,186.424195,433.089706,0,609.498868,0,3287.378477,,
2021-01-04,15,480.30568,241.75088,1102.913174,165.022871,342.57697,0,611.901771,0,2944.471346,,
2021-01-04,16,480.538837,239.69176,771.548674,142.486724,353.863075,0,616.65085,0,2604.77992,,
2021-01-04,17,480.290047,240.4108,413.896029,113.467064,347.179215,0,627.759681,0,2223.002836,,
2021-01-04,18,479.954387,240.57264,659.838046,66.381268,340.145424,73.231032,645.947298,0,2506.070095,,
2021-01-04,19,480.245527,241.45408,748.81522,79.219226,286.896607,177.484776,624.931807,0,2639.047243,,
2021-01-04,20,480.769496,239.4168,701.923843,115.233114,303.903067,215.797848,632.451956,0,2689.496124,,
2021-01-04,21,481.962772,239.8536,449.20466,199.048093,245.245507,214.112976,630.061705,0,2459.489313,,
2021-01-04,22,483.339694,238.364,227.666213,307.25927,196.358272,170.82324,615.419113,0,2239.229802,,
2021-01-04,23,483.774433,239.30088,81.966209,394.796084,128.826205,98.258328,609.674056,0,2036.596195,,
2021-01-04,24,483.817294,239.22248,19.296267,430.347118,81.922935,21.34776,612.76305,0,1888.716904,,
2021-01-05,1,483.770496,238.75264,7.867078,434.36864,86.332616,0,612.013231,0,1863.104701,,
2021-01-05,2,483.785411,241.40816,3.663927,409.860251,87.170458,0,612.785621,0,1838.673828,,
2021-01-05,3,483.330587,240.38616,3.152951,451.072704,87.724198,0,613.413041,0,1879.079641,,
2021-01-05,4,483.397943,241.19312,1.090241,498.349187,88.228205,0,614.239343,0,1926.498039,,
2021-01-05,5,483.29198,240.03336,0.681896,575.029943,86.933161,0,612.296436,0,1998.266776,,
2021-01-05,6,482.834606,240.6684,0.656236,602.405014,83.84238,0,612.602037,0,2023.008673,,
2021-01-05,7,482.733843,238.98168,0.067132,698.778996,80.539128,78.544368,612.033739,0,2191.678886,,
2021-01-05,8,482.813608,238.71176,2.185429,706.213802,166.589543,136.813656,612.599447,0,2345.927245,,
2021-01-05,9,482.43411,236.66272,325.623901,768.59936,526.304264,143.456376,610.164503,0,3093.245234,,
2021-01-05,10,483.204659,238.28336,867.024852,957.59675,527.719892,117.544728,610.031488,0,3801.405729,,
2021-01-05,11,483.844816,239.01472,946.460566,983.495877,568.971025,58.939776,610.998239,0,3891.725019,,
2021-01-05,12,483.657402,238.53368,1162.632226,1032.078336,566.76495,6.49824,612.246749,0,4102.411583,,
2021-01-05,13,482.333059,238.78736,1078.058386,1044.182677,224.401831,0.00216,613.897421,0,3681.662894,,
2021-01-05,14,481.028101,238.80136,1072.332994,996.90738,353.305014,0.00504,614.957636,0,3757.337525,,
2021-01-05,15,480.397901,238.55944,997.644943,939.883743,343.348706,0.00936,613.140686,0,3612.984779,,
2021-01-05,16,482.605625,238.51016,690.625712,894.275116,384.314882,0.01008,610.852905,0,3301.19448,,
2021-01-05,17,482.745466,237.81632,453.506356,871.912755,344.163418,0.01224,610.06287,0,3000.219425,,
2021-01-05,18,482.482097,240.43768,529.233291,802.34418,348.475058,0.0108,609.07482,0,3012.057926,,
2021-01-05,19,482.968308,239.0024,514.417651,712.433027,316.713175,75.954504,614.826328,0,2956.315393,,
2021-01-05,20,485.010116,237.91768,412.057165,687.33458,335.238026,158.247624,616.325864,0,2932.131055,,
2021-01-05,21,486.338201,236.81112,281.130652,706.267852,238.388901,187.141488,608.594605,0,2744.672819,,
2021-01-05,22,486.281267,238.34216,158.521727,638.296918,178.581878,172.907472,610.512966,0,2483.444388,,
2021-01-05,23,486.457478,236.94496,61.500917,568.330293,93.936694,125.338464,609.570542,0,2182.079348,,
2021-01-05,24,486.858958,237.19808,14.366977,516.989638,86.257936,54.889848,608.444052,0,2005.005489,,
2021-01-06,1,486.802731,236.34856,5.484362,468.314781,91.913152,4.250352,610.678675,0,1903.792613,,
2021-01-06,2,486.56496,237.50272,2.44199,486.871797,93.884497,0.01152,611.874026,0,1919.15151,,
2021-01-06,3,485.811913,237.1264,1.144709,601.353835,95.208133,0.00864,612.21583,0,2032.86946,,
2021-01-06,4,486.006376,236.67504,0.696704,656.901035,96.167584,0.0108,612.85155,0,2089.309089,,
2021-01-06,5,485.357552,237.32912,0.179077,676.920622,95.630315,0.00864,609.244117,0,2104.669443,,
2021-01-06,6,484.110546,239.11216,0.144489,664.059496,93.848903,0.0108,608.748922,0,2090.035316,,
2021-01-06,7,484.095875,238.30912,0.04182,619.718124,91.714991,0.01152,604.025299,0,2037.916749,,
2021-01-06,8,484.165294,236.90632,2.248684,604.507006,88.567642,79.433472,593.156941,0,2088.985359,,
2021-01-06,9,482.647797,236.59496,318.549415,553.139052,527.066202,129.844056,595.113704,0,2842.955186,,
2021-01-06,10,478.751396,237.52512,931.162053,625.526684,600.104856,135.951264,597.51783,0,3606.539203,,
2021-01-06,11,477.885887,238.3472,1167.729121,707.153615,621.844821,111.669504,614.88617,0,3939.516318,,
2021-01-06,12,478.378369,237.50216,1458.129668,672.973728,577.458243,56.865168,607.418572,0,4088.725908,,
2021-01-06,13,478.491091,236.90632,1633.522488,664.987596,220.413205,2.733768,613.290351,0,3850.344819,,
2021-01-06,14,477.759055,239.39048,1767.15879,572.034197,367.198511,0.00936,614.70197,0,4038.252363,,
2021-01-06,15,477.820266,239.51088,1643.263785,480.533898,376.135248,0.00648,615.512731,0,3832.783288,,
2021-01-06,16,477.955604,237.71328,1050.125481,417.046202,460.139655,0.00432,617.560814,0,3260.545356,,
2021-01-06,17,481.057253,239.59992,519.873781,353.022833,450.468723,0.00648,621.549122,0,2665.578112,,
2021-01-06,18,483.861969,240.42592,508.143834,357.325605,388.393007,0.00936,625.860217,0,2604.019912,,
2021-01-06,19,485.140566,241.04192,663.010327,374.687681,325.027187,0.0108,621.494136,0,2710.412617,,
2021-01-06,20,486.745748,238.95368,658.183802,356.231652,271.738007,75.047496,623.061807,0,2709.962192,,
2021-01-06,21,486.922348,239.0948,492.444923,491.915641,217.758676,180.241872,621.614828,0,2729.993088,,
2021-01-06,22,487.144001,239.23032,281.824724,664.367656,183.305963,188.659872,623.712041,0,2668.244577,,
2021-01-06,23,487.178213,238.06664,115.106554,714.938219,88.95166,166.542384,624.151704,0,2434.935374,,
2021-01-06,24,487.49102,236.30544,30.408019,776.952381,87.368114,114.884616,622.9934,0,2356.40299,,
2021-01-07,1,487.520009,235.05496,9.160191,898.368904,86.845856,28.856784,627.879089,0,2373.685793,,
2021-01-07,2,487.42049,237.47584,3.788179,1011.318184,90.512859,0.00216,623.228193,0,2453.745905,,
2021-01-07,3,487.47788,237.1488,2.703987,1065.097092,92.620557,0,618.513169,0,2503.561485,,
2021-01-07,4,487.874726,239.75392,0.942248,1039.483098,93.775686,0,620.814161,0,2482.643839,,
2021-01-07,5,487.439512,231.47488,0.868819,977.722486,94.240656,0,622.317303,0,2414.063656,,
2021-01-07,6,486.630283,236.08984,0.766001,894.328438,95.667647,0,628.488288,0,2341.970497,,
2021-01-07,7,484.921417,236.73664,0.120568,819.821994,95.051874,0,630.100872,0,2266.753365,,
2021-01-07,8,483.564572,234.65568,1.521941,805.176574,228.236435,0,627.76709,0,2380.922292,,
2021-01-07,9,481.317099,234.60248,215.889113,781.967185,516.566923,50.034936,624.775917,0,2905.153653,,
2021-01-07,10,480.293756,236.7064,494.941052,852.541224,583.902788,85.055208,636.077125,0,3369.517553,,
2021-01-07,11,478.291961,237.34144,633.233311,856.009495,624.227384,103.432392,643.539845,0,3576.075828,,
2021-01-07,12,474.374973,237.04744,845.218801,851.561626,627.30706,82.865328,634.267039,0,3752.642267,,
2021-01-07,13,474.764502,235.87424,945.183454,737.197419,223.21128,38.068968,619.369456,0,3273.669319,,
2021-01-07,14,475.12301,240.0664,953.475805,703.080801,373.097416,2.083032,539.879901,0,3286.806365,,
2021-01-07,15,476.452116,239.64584,894.361616,671.396582,369.930341,0,510.467416,0,3162.253911,,
2021-01-07,16,476.630721,237.77712,639.402816,695.304387,391.320562,0,483.405539,0,2923.841145,,
2021-01-07,17,476.442053,237.74352,299.688034,699.598975,397.630047,0,473.994774,0,2585.097403,,
2021-01-07,18,475.853942,237.89584,273.32768,690.805997,359.751861,0,488.678975,0,2526.314295,,
2021-01-07,19,476.236238,238.62776,231.398713,632.425562,247.287376,0,473.948506,0,2299.924155,,
2021-01-07,20,477.868422,237.77152,244.521757,605.005251,248.056866,0,473.847657,0,2287.071473,,
2021-01-07,21,478.066265,235.89272,197.901471,565.258268,233.198758,75.4068,473.647644,0,2259.371926,,
2021-01-07,22,477.857167,237.08608,120.804759,526.39121,207.195211,125.232744,468.49748,0,2163.064651,,
2021-01-07,23,476.407947,236.3592,55.948546,514.317856,95.927289,135.337944,471.24516,0,1985.543942,,
2021-01-07,24,476.484594,234.72456,16.6879,516.477857,86.679439,121.555896,470.966152,0,1923.576398,,
2021-01-08,1,476.42353,232.10376,7.114224,496.174867,86.41071,81.820704,472.671707,0,1852.719502,,
2021-01-08,2,476.444195,234.21384,1.17528,515.908237,89.26784,28.483056,470.009976,0,1815.502424,,
2021-01-08,3,476.290768,234.44792,0.786277,552.653072,91.958689,0,467.302765,0,1823.439491,,
2021-01-08,4,475.889967,233.8,0.682905,549.933312,92.738361,0,471.42905,0,1824.473595,,
2021-01-08,5,475.87073,232.54392,0.674338,578.824318,99.150911,0,468.892787,0,1855.957004,,
2021-01-08,6,476.205367,235.27,0.61066,572.889146,99.269185,0,470.634884,0,1854.879242,,
2021-01-08,7,475.890509,235.47776,0.056448,577.401998,175.798072,0,469.438146,0,1934.062933,,
2021-01-08,8,474.952962,234.17968,2.073023,590.149827,264.088026,0,453.302096,0,2018.745614,,
2021-01-08,9,473.25184,233.2316,197.194127,557.524419,562.704429,0,430.359934,0,2454.266349,,
2021-01-08,10,469.255655,235.10872,629.002207,615.789299,585.130856,30.198,453.026792,0,3017.511529,,
2021-01-08,11,469.860804,234.7128,780.289214,597.788517,626.461789,109.021584,493.358183,0,3311.492891,,
2021-01-08,12,470.009557,235.16864,979.001325,548.131501,609.54433,132.461448,504.512017,0,3478.828818,,
2021-01-08,13,470.4532,234.1724,1082.474751,536.825586,242.817562,115.140984,556.20615,0,3238.090633,,
2021-01-08,14,472.041895,236.0736,1134.440808,545.86382,316.988984,72.314592,597.405219,0,3375.128918,,
2021-01-08,15,472.317909,239.27232,1040.450082,585.467116,278.921763,20.134968,610.427979,0,3246.992137,,
2021-01-08,16,472.044696,234.5728,715.018863,634.244928,373.190764,0,611.575223,0,3040.647274,,
2021-01-08,17,471.647678,236.5664,289.455907,640.684587,341.571055,0,488.643335,0,2468.568962,,
2021-01-08,18,472.23532,236.91752,185.22003,650.179627,271.990795,0,478.77907,0,2295.322362,,
2021-01-08,19,473.386805,238.77,212.997696,662.151454,250.915504,0,457.738548,0,2295.960007,,
2021-01-08,20,474.995679,236.50872,273.491714,698.25501,229.220302,0,437.80926,0,2350.280685,,
2021-01-08,21,475.703163,237.5688,234.231039,677.180765,159.113999,0,437.199289,0,2220.997055,,
2021-01-08,22,475.566394,236.66664,148.205762,635.84411,130.380491,0,436.724147,0,2063.387544,,
2021-01-08,23,475.95502,237.72784,62.914322,628.480951,87.702764,33.85872,434.099466,0,1960.739083,,
2021-01-08,24,476.150869,236.54064,16.707987,633.738435,77.274756,115.595088,440.111892,0,1996.119667,,
2021-01-09,1,476.338296,234.6932,5.144889,622.108113,87.352983,108.534384,436.678502,0,1970.850367,,
2021-01-09,2,475.827925,235.13896,1.518128,561.618755,99.276204,71.369424,439.83533,0,1884.584726,,
2021-01-09,3,475.207074,234.50056,1.178151,541.613126,161.226293,10.747464,437.439926,0,1861.912594,,
2021-01-09,4,475.251775,234.61144,0.714016,531.948229,198.602811,0,437.260002,0,1878.388273,,
2021-01-09,5,475.441347,236.03832,0.675137,532.472545,199.321322,0,435.3497,0,1879.298371,,
2021-01-09,6,475.274036,235.54888,0.533152,556.547771,199.754547,0,436.342903,0,1904.001289,,
2021-01-09,7,475.083555,236.86936,0.031196,580.054055,201.468857,0,436.753694,0,1930.260717,,
2021-01-09,8,474.744309,235.95656,2.177321,606.546746,201.735844,0,435.744662,0,1956.905442,,
2021-01-09,9,474.588952,235.43072,194.237272,591.581851,357.720876,0,432.252733,0,2285.812404,,
2021-01-09,10,474.148932,235.83448,643.788522,700.48242,372.205097,0,430.559205,0,2857.018656,,
2021-01-09,11,473.856396,236.1688,815.175135,679.046722,483.767852,52.551744,433.944438,0,3174.511087,,
2021-01-09,12,473.857189,234.8332,1018.478575,614.809079,478.635876,134.309112,430.689585,0,3385.612616,,
2021-01-09,13,474.044642,234.65288,1120.847025,592.054785,191.26792,151.344816,462.282189,0,3226.494257,,
2021-01-09,14,474.637244,235.82048,1152.279046,610.074547,328.807647,142.100112,483.008503,0,3426.727579,,
2021-01-09,15,474.916258,236.53672,1074.419852,622.98858,312.754985,103.720008,527.347098,0,3352.683501,,
2021-01-09,16,475.214913,237.15384,756.965211,675.038326,398.255217,38.72652,561.729069,0,3143.083096,,
2021-01-09,17,475.265778,237.27032,325.894417,742.982202,410.588116,0,573.636968,0,2765.637801,,
2021-01-09,18,475.143798,238.0056,256.964327,702.491836,397.061059,0,579.995273,0,2649.661893,,
2021-01-09,19,475.165118,237.79952,310.624204,731.592043,307.796187,0,583.218187,0,2646.195259,,
2021-01-09,20,474.915325,222.43536,371.073501,739.106318,161.481529,0,580.240435,0,2549.252468,,
2021-01-09,21,474.270153,222.71144,289.143434,703.33998,129.203998,0,581.865038,0,2400.534043,,
2021-01-09,22,474.178989,235.66648,172.46971,620.316681,123.954326,0,582.618735,0,2209.204921,,
2021-01-09,23,474.206515,238.71288,71.818927,559.738145,91.822448,0,582.846457,0,2019.145372,,
2021-01-09,24,474.291331,239.26392,18.580357,487.392778,78.767638,56.734608,584.877164,0,1939.907796,,
2021-01-10,1,474.301513,238.30128,6.776076,475.897926,76.491469,103.463472,584.267307,0,1959.499043,,
2021-01-10,2,474.459565,238.10416,2.393275,466.031713,76.120805,103.425504,585.463204,0,1945.998226,,
2021-01-10,3,474.444921,233.38336,1.964467,400.431618,76.959816,77.484288,575.761385,0,1840.429855,,
2021-01-10,4,474.5561,224.18032,0.812176,438.763847,79.943635,14.279328,579.118231,0,1811.653637,,
2021-01-10,5,474.554573,220.2116,0.689312,465.468476,82.547829,0,585.885724,0,1829.357514,,
2021-01-10,6,474.492133,220.65624,0.548088,440.10712,84.380418,0,586.271813,0,1806.455812,,
2021-01-10,7,474.149773,221.46992,0.029856,440.47776,86.252559,0,590.037734,0,1812.417602,,
2021-01-10,8,474.184026,220.15616,2.170231,433.103052,87.224282,0,592.934122,0,1809.771873,,
2021-01-10,9,474.306211,219.80392,154.384718,425.422067,450.165934,0,598.316442,0,2322.399292,,
2021-01-10,10,474.402163,224.99288,687.377065,452.800345,503.070857,0,599.632558,0,2942.275868,,
2021-01-10,11,473.889098,236.14024,909.027007,475.810624,576.449735,0,601.082662,0,3272.399366,,
2021-01-10,12,473.191627,236.43704,1101.839069,453.75625,414.433011,26.077632,604.477746,0,3310.212375,,
2021-01-10,13,472.791693,237.57664,1184.541137,441.966295,80.840638,158.796624,604.791998,0,3181.305025,,
2021-01-10,14,473.085944,239.26392,1178.385596,461.498194,73.950052,185.76264,606.76624,0,3218.712586,,
2021-01-10,15,472.74385,238.84952,1022.396027,511.075184,73.050783,178.778376,597.367158,0,3094.260898,,
2021-01-10,16,470.125868,238.98392,664.990132,491.636496,444.03322,140.539392,593.670452,0,3043.97948,,
2021-01-10,17,469.828821,240.20864,360.250768,473.150751,485.670856,81.673032,594.432288,0,2705.215156,,
2021-01-10,18,468.796887,239.00072,416.359168,485.692217,480.620023,11.282208,597.674621,0,2699.425844,,
2021-01-10,19,468.199595,238.95928,398.344212,450.912063,410.753036,0,598.48134,0,2565.649526,,
2021-01-10,20,468.094521,238.53144,387.012863,458.612979,333.84265,0,596.992451,0,2483.086904,,
2021-01-10,21,468.671782,235.17312,285.965177,438.880719,315.431597,0,599.134279,0,2343.256674,,
2021-01-10,22,468.844267,237.04352,178.295765,422.296816,300.428636,0,598.97284,0,2205.881844,,
2021-01-10,23,469.088304,235.99408,72.055438,363.334209,231.879226,0,597.305977,0,1969.657234,,
2021-01-10,24,469.254038,236.38496,16.69134,296.301302,134.095994,0,593.700563,0,1746.428197,,
2021-01-11,1,469.282993,235.09864,5.787358,323.604178,80.490671,30.644544,596.62233,0,1741.530714,,
2021-01-11,2,469.615245,238.59752,2.499759,353.124924,77.859626,120.921528,595.457433,0,1858.076035,,
2021-01-11,3,469.650835,238.40768,1.370646,359.245923,76.636315,131.517624,595.29012,0,1872.119143,,
2021-01-11,4,469.784677,237.43048,0.738507,312.611525,78.32062,107.178456,599.067244,0,1805.131509,,
2021-01-11,5,469.888291,238.1568,0.673793,171.802475,80.561712,52.906896,601.65648,0,1615.646447,,
2021-01-11,6,469.805867,239.66432,0.540244,164.684838,84.322165,2.318064,597.389739,0,1558.725237,,
2021-01-11,7,469.811196,239.07408,0.028428,135.98339,87.533497,0,592.201863,0,1524.632454,,
2021-01-11,8,469.560147,235.33664,1.080695,115.448147,86.5314,0,596.240923,0,1504.197952,,
2021-01-11,9,469.269556,233.89296,261.981356,56.518811,541.485648,0,639.26019,0,2202.408521,,
2021-01-11,10,469.113717,234.97096,505.194602,101.131672,570.745086,0,640.982963,0,2522.139,,
2021-01-11,11,470.127933,233.8168,449.762395,95.919691,635.056127,0,615.601594,0,2500.28454,,
2021-01-11,12,467.235753,234.05144,524.935691,81.644866,628.056541,0,598.029636,0,2533.953927,,
2021-01-11,13,463.281893,233.27528,537.393813,57.652374,243.730251,59.34096,593.968724,0,2188.643295,,
2021-01-11,14,465.176033,236.51656,489.955917,81.002024,376.26521,177.258648,610.918164,0,2437.092556,,
2021-01-11,15,466.352072,236.09208,423.522495,78.907066,379.33921,214.472328,613.262297,0,2411.947548,,
2021-01-11,16,466.643429,234.92,315.866894,83.110559,403.270207,213.581088,603.071877,0,2320.464054,,
2021-01-11,17,466.157103,235.8384,250.632024,122.902059,353.019129,173.599272,601.493448,0,2203.641435,,
2021-01-11,18,466.622935,236.28024,418.194133,244.655456,247.175325,105.0882,624.046542,0,2342.062831,,
2021-01-11,19,467.564419,236.00808,280.758687,286.225128,231.781071,29.804544,607.862093,0,2140.004022,,
2021-01-11,20,468.7791,233.09888,203.062556,274.834692,243.357932,0,595.36825,0,2018.50141,,
2021-01-11,21,470.639566,232.71976,70.33109,337.075516,216.845327,0,589.628535,0,1917.239794,,
2021-01-11,22,471.844967,234.50784,15.164443,398.581428,165.830269,0,592.610232,0,1878.539179,,
2021-01-11,23,472.681484,235.6564,3.161263,445.051575,93.916484,0,600.164038,0,1850.631244,,
