°Å·¡ÀÏ,°Å·¡½Ã°£,À°ÁöÅÂ¾ç±¤ ÃÑ¹ßÀü·®(MWh),À°ÁöÇ³·Â ÃÑ¹ßÀü·®(MWh),Á¦ÁÖÅÂ¾ç±¤ ÃÑ¹ßÀü·®(MWh),Á¦ÁÖÇ³·Â ÃÑ¹ßÀü·®(MWh)
2021-02-26,1,1.012276,108.233396,0.00044,136.967735
2021-02-26,2,0.446604,135.643706,0.06016,141.442151
2021-02-26,3,0.86352,152.153701,0.000376,162.048438
2021-02-26,4,0.160036,210.044831,0.0004,154.648006
2021-02-26,5,0.03086,280.268957,0.024536,152.811013
2021-02-26,6,0.010776,320.278947,0.031784,194.647547
2021-02-26,7,0.099553,353.696043,0.006498,193.885245
2021-02-26,8,88.146507,397.073017,0.795943,202.16199
2021-02-26,9,687.619066,424.316563,12.148554,209.149016
2021-02-26,10,1509.059354,464.032849,26.091821,214.738078
2021-02-26,11,1343.230503,445.419925,25.171803,207.170229
2021-02-26,12,1656.794838,399.803905,52.790801,197.678447
2021-02-26,13,1761.520807,364.960681,71.399309,198.656474
2021-02-26,14,1850.049956,363.424676,65.064135,210.51961
2021-02-26,15,1947.640097,300.791146,64.055368,207.541576
2021-02-26,16,1579.24518,300.05309,50.017924,210.617907
2021-02-26,17,931.74744,285.063903,27.064446,206.283892
2021-02-26,18,843.311121,268.903353,7.239058,204.161564
2021-02-26,19,861.952384,276.63873,4.235775,222.053893
2021-02-26,20,980.380661,283.625701,6.559897,218.044875
2021-02-26,21,826.479287,268.041907,4.386696,207.885886
2021-02-26,22,417.655542,259.575213,0.83066,188.322687
2021-02-26,23,155.904941,282.359299,0.062328,196.785152
2021-02-26,0,45.557968,329.940879,0.008848,193.221233
2021-02-27,1,14.246188,358.647461,0.009808,178.034696
2021-02-27,2,5.992993,384.3726,0.078448,178.726461
2021-02-27,3,2.805414,417.86167,0.075256,189.991192
2021-02-27,4,1.600927,468.953856,0.038024,190.982424
2021-02-27,5,0.721376,472.599528,0.010064,188.251665
2021-02-27,6,0.758743,457.71326,0.000672,195.319944
2021-02-27,7,0.203437,435.680743,0.006784,181.179892
2021-02-27,8,83.825239,454.434843,2.377676,180.636576
2021-02-27,9,678.102325,457.206599,21.46931,180.555885
2021-02-27,10,1439.250587,542.933097,64.344183,181.952489
2021-02-27,11,1212.062372,549.153451,104.02892,179.965782
2021-02-27,12,1518.429442,434.014734,104.618666,174.077154
2021-02-27,13,1742.008888,318.046265,94.674659,184.408316
2021-02-27,14,1990.814753,240.236499,85.60327,189.575009
2021-02-27,15,2185.654702,200.166278,61.097245,183.047338
2021-02-27,16,1876.057842,199.781539,25.927545,174.611279
2021-02-27,17,1197.437301,194.011403,12.125076,167.975833
2021-02-27,18,916.635147,193.578065,6.392136,162.020552
2021-02-27,19,856.85055,212.681012,4.281948,178.70355
2021-02-27,20,964.792012,228.487956,6.505842,179.890701
2021-02-27,21,831.917706,240.939274,4.10558,145.519572
2021-02-27,22,467.816031,291.18575,3.25209,132.291992
2021-02-27,23,137.034621,301.008702,1.885158,110.956627
2021-02-27,0,37.395101,300.606933,0.212296,111.267789
2021-02-28,1,11.135611,249.182116,0.0096,91.633269
2021-02-28,2,5.176359,246.463144,0.07788,81.952663
2021-02-28,3,2.783693,208.725066,0.07236,76.370538
2021-02-28,4,1.62916,209.769222,0.00088,68.748825
2021-02-28,5,0.718088,249.222614,0.025,69.187679
2021-02-28,6,0.80862,243.31112,0.03296,75.811343
2021-02-28,7,0.32971,230.992243,0.006624,55.100634
2021-02-28,8,74.513665,175.630543,2.618237,42.747438
2021-02-28,9,526.824777,145.121258,24.445118,42.898422
2021-02-28,10,1016.981559,183.304812,33.879207,45.899102
2021-02-28,11,911.315889,167.549401,83.879349,67.274987
2021-02-28,12,992.148013,141.771717,77.182158,59.12123
2021-02-28,13,956.917133,106.190961,56.514439,51.858423
2021-02-28,14,773.113433,153.666754,53.697963,48.071969
2021-02-28,15,508.76583,161.785767,58.456577,48.55913
2021-02-28,16,424.137442,180.377795,43.613641,45.226303
2021-02-28,17,396.666579,139.907088,16.127116,31.006409
2021-02-28,18,691.063248,103.500782,6.181648,35.256611
2021-02-28,19,471.38083,125.73309,4.237474,54.030766
2021-02-28,20,348.374781,195.874165,6.155517,63.707312
2021-02-28,21,215.993308,207.548984,7.16793,81.907683
2021-02-28,22,114.997412,204.890685,3.754922,83.600863
2021-02-28,23,48.503929,270.626959,0.599184,85.614363
2021-02-28,0,11.917508,315.570655,1.084476,98.815881
2021-03-01,1,3.828945,332.844935,0.176264,99.407267
2021-03-01,2,0.81162,374.698233,0.010088,112.435665
2021-03-01,3,0.94942,395.107419,0.003144,123.759936
2021-03-01,4,0.68028,347.810721,0.000264,126.222265
2021-03-01,5,0.1384,372.135272,0.050576,136.003563
2021-03-01,6,0.046132,398.107737,0.102144,139.797212
2021-03-01,7,0.06158,402.037189,0.065034,145.458651
2021-03-01,8,6.274633,434.965553,0.787298,126.024356
2021-03-01,9,66.155419,490.155847,5.401341,160.764799
2021-03-01,10,186.52027,562.398932,10.050319,187.603172
2021-03-01,11,202.301622,550.58184,16.848365,185.285081
2021-03-01,12,234.333575,522.330619,19.351071,167.03667
2021-03-01,13,231.323654,509.026562,20.652134,184.656298
2021-03-01,14,181.698504,487.406049,19.773762,187.788727
2021-03-01,15,133.033447,426.99131,12.122371,186.029946
2021-03-01,16,76.502177,502.896306,8.47859,152.161978
2021-03-01,17,43.525724,552.386525,6.867828,113.625898
2021-03-01,18,143.187241,488.397025,2.194461,73.059003
2021-03-01,19,56.464162,440.734896,1.281968,88.85139
2021-03-01,20,32.774435,479.55986,1.069173,127.347695
2021-03-01,21,7.44225,449.771113,0.136268,174.112738
2021-03-01,22,1.412863,462.132784,1.302753,193.214566
2021-03-01,23,1.327996,470.792534,0.072508,190.021468
2021-03-01,0,0.297177,467.723255,0.000448,184.179599
2021-03-02,1,1.018977,449.115936,0.0004,162.784351
2021-03-02,2,0.785366,419.321689,0.00036,162.640766
2021-03-02,3,0.735411,402.774875,0.000408,168.853522
2021-03-02,4,0.006872,374.205168,0.000432,174.980614
2021-03-02,5,0.000112,338.746778,0.000352,177.244234
2021-03-02,6,0.000072,309.848619,0.008856,197.424137
2021-03-02,7,0.099885,321.570065,0.008264,175.765229
2021-03-02,8,31.296279,330.481823,1.796877,174.868186
2021-03-02,9,299.412337,330.251928,14.399129,184.893608
2021-03-02,10,792.506028,343.904526,55.798383,191.732083
2021-03-02,11,892.407885,331.979715,128.071443,195.054397
2021-03-02,12,1186.734938,317.723572,200.490354,150.489879
2021-03-02,13,1366.907312,243.879398,216.393067,109.59769
2021-03-02,14,1518.33767,194.165779,209.624604,116.822817
2021-03-02,15,1594.413238,219.498277,197.209842,136.276591
2021-03-02,16,1623.591681,244.675789,169.637614,148.991087
2021-03-02,17,1372.539352,229.340752,114.80465,173.523407
2021-03-02,18,987.714469,177.678049,43.924744,160.646161
2021-03-02,19,788.623638,127.796336,6.096143,157.516828
2021-03-02,20,851.763596,101.745694,8.401188,149.548886
2021-03-02,21,676.18363,68.434094,8.088388,136.448977
2021-03-02,22,360.336822,56.192045,5.775985,86.191373
2021-03-02,23,97.220311,31.88034,1.397999,49.816893
2021-03-02,0,32.117405,13.108908,0.38056,31.367464
2021-03-03,1,11.69571,5.822697,0.244264,16.88982
2021-03-03,2,6.096654,6.275923,0.197328,13.190365
2021-03-03,3,2.384207,11.179473,0.192504,16.715207
2021-03-03,4,1.53891,15.610848,0.188648,25.759889
2021-03-03,5,0.67718,11.135941,0.188832,26.992072
2021-03-03,6,0.80424,12.070466,0.28972,28.229787
2021-03-03,7,0.328974,16.420506,0.178672,8.522391
2021-03-03,8,156.927855,33.150184,9.415047,6.147548
2021-03-03,9,851.690166,47.302841,49.055123,7.504416
2021-03-03,10,1710.632503,60.817394,111.684307,13.624334
2021-03-03,11,1457.719219,48.999344,152.08772,13.03338
2021-03-03,12,1652.857201,33.460778,167.803109,19.557178
2021-03-03,13,1773.780793,16.49173,160.484355,18.670885
2021-03-03,14,1865.748379,24.330158,144.123663,22.157022
2021-03-03,15,2058.992568,34.978986,115.564195,22.892521
2021-03-03,16,1712.979003,33.935963,108.426078,18.196744
2021-03-03,17,989.362791,41.529506,79.485876,24.436386
2021-03-03,18,886.373221,57.308336,34.27666,24.149569
2021-03-03,19,860.637226,87.478215,5.459321,32.822542
2021-03-03,20,974.742819,115.564861,6.391333,27.446453
2021-03-03,21,828.414111,110.933897,6.078681,15.700473
2021-03-03,22,467.388366,132.254843,6.742801,9.697642
2021-03-03,23,165.4093,146.734814,3.502974,7.69698
2021-03-03,0,41.337374,184.590797,1.372745,10.625771
2021-03-04,1,14.933449,195.437332,0.220576,10.650611
2021-03-04,2,7.539717,218.226008,0.19712,13.474895
2021-03-04,3,4.236523,275.027727,0.19328,13.107338
2021-03-04,4,2.113939,319.477121,0.188576,11.956218
2021-03-04,5,0.734282,324.842019,0.249984,14.198059
2021-03-04,6,0.895172,358.025642,0.290176,16.607282
2021-03-04,7,0.298258,379.749457,0.151398,13.449044
2021-03-04,8,75.901902,355.764763,1.026683,4.627324
2021-03-04,9,385.03903,318.616112,5.623885,1.325514
2021-03-04,10,709.918796,327.809323,28.988507,1.809862
2021-03-04,11,607.360004,320.106727,28.58001,2.123758
2021-03-04,12,670.444602,300.060798,27.07588,3.813827
2021-03-04,13,690.565596,297.444278,25.241186,5.433348
2021-03-04,14,662.68216,247.793285,16.919908,9.558261
2021-03-04,15,619.543133,204.068161,12.618797,36.926493
2021-03-04,16,456.155881,196.031724,9.074438,63.528945
2021-03-04,17,414.990532,207.030381,4.620009,79.814554
2021-03-04,18,670.578395,241.799865,1.294074,96.338317
2021-03-04,19,390.134304,200.117975,2.353115,123.137089
2021-03-04,20,295.030378,253.928356,0.831664,165.219335
2021-03-04,21,172.373537,284.790928,0.060788,178.5447
2021-03-04,22,73.796891,223.892069,0.829667,183.694005
2021-03-04,23,28.868946,187.093491,0.01672,188.841506
2021-03-04,0,6.820955,173.617412,0.009016,159.464963
2021-03-05,1,2.091985,120.370714,0.000384,111.537383
2021-03-05,2,0.578282,93.119543,0.000376,71.739643
2021-03-05,3,0.85916,63.03288,0.000384,55.473261
2021-03-05,4,0.13696,53.841611,0.000384,83.533468
2021-03-05,5,0.04208,68.455344,0.029384,71.77838
2021-03-05,6,0.02528,96.75311,0.0202,58.942531
2021-03-05,7,0.162154,89.676783,0.011564,36.647581
2021-03-05,8,136.028519,68.523145,10.53851,28.216848
2021-03-05,9,792.222934,47.342078,56.463332,37.120037
2021-03-05,10,1679.854138,83.690389,107.576851,58.508309
2021-03-05,11,1553.626368,68.436597,145.21084,32.256599
2021-03-05,12,1957.484102,53.292188,187.687555,12.777807
2021-03-05,13,2170.626239,33.366115,202.082415,11.302347
2021-03-05,14,2469.943697,34.534075,208.950052,16.987562
2021-03-05,15,2812.78635,58.653624,187.516077,10.058231
2021-03-05,16,2267.580793,84.524884,141.289403,8.406316
2021-03-05,17,1397.366518,177.047198,70.738764,4.176909
2021-03-05,18,990.224406,168.203561,20.815137,3.257872
2021-03-05,19,870.25456,180.826525,4.9564,21.082385
2021-03-05,20,999.074778,239.300444,6.894713,39.106104
2021-03-05,21,870.041504,312.1004,6.608593,52.870818
2021-03-05,22,506.65485,377.897475,7.118319,37.307556
2021-03-05,23,177.939216,418.574988,3.180809,42.870661
2021-03-05,0,48.161681,370.638875,1.10763,78.782244
2021-03-06,1,16.048474,290.932438,0.198176,102.686451
2021-03-06,2,6.686977,261.430103,0.198032,72.251012
2021-03-06,3,3.087446,251.000763,0.19316,44.665555
2021-03-06,4,1.66446,267.934631,0.18844,39.677746
2021-03-06,5,0.75204,337.402624,0.238568,41.683606
2021-03-06,6,0.841608,423.455265,0.290112,76.781783
2021-03-06,7,0.392113,457.793677,0.143262,66.057093
2021-03-06,8,108.095952,418.213427,6.11964,51.567232
2021-03-06,9,524.768611,399.655426,30.801796,36.3535
2021-03-06,10,1073.700512,433.075824,56.904079,28.52532
2021-03-06,11,932.275941,456.855007,88.954934,30.824436
2021-03-06,12,1044.785857,466.857318,94.386776,47.71887
2021-03-06,13,1001.374894,409.995761,98.123251,69.789861
2021-03-06,14,867.169517,361.591281,66.519666,99.852499
2021-03-06,15,864.736742,342.581359,53.703138,120.500407
2021-03-06,16,815.1412,318.987957,40.377197,119.516652
2021-03-06,17,690.901576,283.86248,23.375485,138.761125
2021-03-06,18,801.307873,235.938707,11.194995,128.438753
2021-03-06,19,773.36959,205.833247,5.079338,143.770041
2021-03-06,20,763.085607,174.540898,8.382204,136.818011
2021-03-06,21,571.54011,164.476226,2.740614,152.175556
2021-03-06,22,281.930519,145.241243,2.431586,149.855237
2021-03-06,23,73.123723,122.605643,0.437096,125.241237
2021-03-06,0,20.09818,95.564588,0.064848,99.942622
2021-03-07,1,8.883811,80.977984,0.010008,95.276253
2021-03-07,2,3.48813,65.947591,0.009008,95.881896
2021-03-07,3,2.246881,59.951264,0.001352,96.957591
2021-03-07,4,1.33008,54.954026,0.000392,106.907915
2021-03-07,5,0.02708,60.639027,0.050544,114.831316
2021-03-07,6,0.0185,45.62177,0.081176,140.399667
2021-03-07,7,0.084333,38.186736,0.054594,114.102099
2021-03-07,8,53.768257,44.750646,1.945257,97.723358
2021-03-07,9,339.465499,42.888875,11.167417,81.266717
2021-03-07,10,855.306194,88.827224,21.251963,75.872256
2021-03-07,11,896.612886,79.746644,32.985521,67.011004
2021-03-07,12,1140.650372,44.569676,61.051282,71.620544
2021-03-07,13,1287.851115,7.234576,62.443953,71.452405
2021-03-07,14,1374.980192,9.313409,61.349914,60.265676
2021-03-07,15,1404.282376,17.729284,57.572584,62.260397
2021-03-07,16,1207.815226,27.066844,58.923515,52.494112
2021-03-07,17,1074.161712,31.226711,59.151304,47.031047
2021-03-07,18,941.012119,43.486351,33.511984,34.410417
2021-03-07,19,864.773884,52.682074,6.802196,40.570536
2021-03-07,20,934.884188,56.091294,5.458807,46.91664
2021-03-07,21,735.103193,95.465794,1.486564,41.859689
2021-03-07,22,266.86946,136.032008,2.860716,25.082733
2021-03-07,23,92.671643,132.630113,1.241532,26.773818
2021-03-07,0,27.757603,97.787969,0.084008,23.526364
2021-03-08,1,13.17812,104.210273,0.008888,16.681441
2021-03-08,2,4.697028,107.459178,0.009816,18.140198
2021-03-08,3,2.51499,94.862916,0.002136,20.471582
2021-03-08,4,1.64558,85.803903,0.000208,16.534182
2021-03-08,5,0.69168,71.356115,0.050408,29.475443
2021-03-08,6,0.4542,41.387427,0.078184,36.443117
2021-03-08,7,0.488816,27.046163,0.009875,38.56804
2021-03-08,8,125.214258,19.889533,9.974489,59.899891
2021-03-08,9,664.625873,17.800123,53.890714,41.514851
2021-03-08,10,1571.063819,55.435148,111.613032,32.572682
2021-03-08,11,1627.970497,55.550162,157.124922,34.070416
2021-03-08,12,1993.668309,43.121754,190.946313,27.611992
2021-03-08,13,2137.596614,38.029361,201.710945,21.024342
2021-03-08,14,2362.998028,59.303249,192.706808,23.984294
2021-03-08,15,2727.160807,82.049485,177.157892,20.10843
2021-03-08,16,2295.181855,105.915833,136.229016,23.391253
2021-03-08,17,1503.364112,118.569432,86.028647,18.040021
2021-03-08,18,1049.828368,90.432051,32.719802,12.394558
2021-03-08,19,877.956985,78.763772,6.094149,21.206476
2021-03-08,20,997.130281,118.418012,6.881229,18.023136
2021-03-08,21,885.243961,101.038266,6.613724,17.565515
2021-03-08,22,526.233449,87.950514,6.723358,9.044651
2021-03-08,23,185.284999,76.612462,3.176365,4.346225
2021-03-08,0,62.489038,46.978576,1.138619,3.099116
2021-03-09,1,23.094651,42.714139,0.198104,0.51976
2021-03-09,2,6.984986,79.349978,0.19708,0.90078
2021-03-09,3,3.493805,85.835926,0.194112,1.943737
2021-03-09,4,1.696615,79.21972,0.188424,0.609347
2021-03-09,5,0.725488,117.902951,0.188448,2.980422
2021-03-09,6,0.845692,157.396843,0.323,8.009291
2021-03-09,7,0.434125,192.783364,0.182686,8.086223
2021-03-09,8,140.820964,210.297642,4.38484,8.078784
2021-03-09,9,671.163117,234.070343,26.104798,5.13828
2021-03-09,10,1480.210942,245.482827,48.920695,7.411418
2021-03-09,11,1453.663562,175.130717,64.687127,9.104105
2021-03-09,12,1812.955441,119.770911,81.106053,10.349754
2021-03-09,13,1985.644791,99.811614,101.629482,20.142741
2021-03-09,14,2183.393125,92.996172,121.757381,16.255427
2021-03-09,15,2338.600841,120.261285,105.462467,17.720481
2021-03-09,16,1810.697604,165.377246,115.882321,23.608124
2021-03-09,17,1182.870669,224.743659,79.564038,36.820106
2021-03-09,18,941.812052,339.122919,39.630272,60.17963
2021-03-09,19,805.030896,418.149438,7.559228,111.832406
2021-03-09,20,982.540275,489.405761,7.475853,114.899169
2021-03-09,21,881.951724,545.134522,5.779032,106.133261
2021-03-09,22,564.707224,514.75715,2.723942,134.537056
2021-03-09,23,242.207562,517.439245,1.74624,154.163583
2021-03-09,0,76.257723,473.965214,0.859112,172.595359
2021-03-10,1,20.330297,376.562672,0.196968,152.78883
2021-03-10,2,6.585198,344.583963,0.258616,144.696318
2021-03-10,3,2.948497,300.890142,0.189856,154.90188
2021-03-10,4,1.639964,277.122533,0.06132,148.145834
2021-03-10,5,0.720128,272.092086,0.02584,148.878835
2021-03-10,6,0.835228,293.403915,0.05004,171.92437
2021-03-10,7,0.886524,322.850707,0.110379,159.544805
2021-03-10,8,223.862517,311.779222,14.943832,146.557575
2021-03-10,9,1053.619114,298.398981,72.670599,132.227405
2021-03-10,10,2058.743877,315.365504,140.089017,115.447656
2021-03-10,11,1768.191644,223.369777,183.936978,68.640748
2021-03-10,12,2051.32421,149.22254,214.720215,30.340964
2021-03-10,13,2196.209893,80.343148,225.599111,25.088148
2021-03-10,14,2529.906733,51.008461,220.409086,36.137115
2021-03-10,15,2913.525466,46.775089,180.499162,47.037505
2021-03-10,16,2401.020993,48.571535,119.91259,59.157804
2021-03-10,17,1551.850026,60.609707,73.385683,59.046848
2021-03-10,18,1032.372458,82.679369,29.139047,47.249955
2021-03-10,19,806.723798,82.87042,6.384884,41.370784
2021-03-10,20,987.590778,98.900666,8.266498,39.782621
2021-03-10,21,888.831951,128.87021,8.002071,37.186449
2021-03-10,22,584.84534,167.671375,6.469611,27.107458
2021-03-10,23,241.977754,202.251778,1.484294,26.985536
2021-03-10,0,73.954847,178.54196,0.310744,29.924714
2021-03-11,1,19.517905,179.647509,0.503571,17.564933
2021-03-11,2,7.402195,147.168362,0.259104,10.666832
2021-03-11,3,3.581028,119.779487,0.255152,10.63227
2021-03-11,4,1.633212,140.756738,0.249472,7.719495
2021-03-11,5,0.747332,184.245716,0.249632,8.209177
2021-03-11,6,0.839896,173.05527,0.558017,14.309368
2021-03-11,7,0.904359,201.010051,0.19102,9.303715
2021-03-11,8,189.633383,245.870675,10.948976,16.722838
2021-03-11,9,815.028321,193.49633,49.707453,9.148216
2021-03-11,10,1493.705506,139.823018,94.739198,12.704629
2021-03-11,11,1410.916049,107.439965,110.593281,20.256825
2021-03-11,12,1729.629718,53.613905,134.539486,26.992744
2021-03-11,13,1896.702695,21.491087,133.858099,21.374397
2021-03-11,14,2061.761564,19.896719,102.110923,26.748673
2021-03-11,15,2255.936394,31.947567,52.504131,28.664977
2021-03-11,16,1849.15063,31.135456,31.779621,27.552617
2021-03-11,17,1005.227088,49.414875,23.655266,28.173726
2021-03-11,18,841.818349,71.714182,7.758156,22.381965
2021-03-11,19,848.69079,99.718537,4.309708,33.765087
2021-03-11,20,949.643865,84.531807,8.464942,43.47527
2021-03-11,21,835.195617,59.717398,6.680482,45.695715
2021-03-11,22,525.991331,36.916891,1.79056,60.124643
2021-03-11,23,192.045398,24.862865,0.767956,60.892953
2021-03-11,0,53.573376,35.691205,1.38988,77.8723
2021-03-12,1,22.185173,59.834399,0.198064,71.367151
2021-03-12,2,8.159059,108.519588,0.258224,54.916088
2021-03-12,3,1.904532,144.902436,0.255256,35.118218
2021-03-12,4,0.828557,173.440779,0.214552,9.488406
2021-03-12,5,0.728116,199.441311,0.2132,3.89172
2021-03-12,6,0.601024,199.043321,0.119928,16.797433
2021-03-12,7,0.100656,228.726564,0.032002,48.955427
2021-03-12,8,19.995332,249.096735,1.466515,70.81658
2021-03-12,9,141.267689,302.365841,10.028563,103.671128
2021-03-12,10,363.471442,400.375691,22.075303,130.637512
2021-03-12,11,364.304738,475.878525,37.941288,127.962931
2021-03-12,12,424.821571,506.185293,52.436631,135.542059
2021-03-12,13,506.868322,554.478482,79.405322,151.614165
2021-03-12,14,453.368966,642.377578,53.708792,175.426305
2021-03-12,15,406.522843,661.200332,30.859837,184.308108
2021-03-12,16,354.733388,659.480078,42.147607,168.948052
2021-03-12,17,443.234415,689.756538,53.205949,153.959355
2021-03-12,18,682.67805,716.001642,23.429158,144.493836
2021-03-12,19,520.350051,717.957453,4.864774,155.492378
2021-03-12,20,284.264698,648.682828,4.270075,186.675699
2021-03-12,21,82.389231,608.225331,0.775956,188.554735
2021-03-12,22,20.756277,582.822273,0.123216,163.836557
2021-03-12,23,13.361569,510.284455,0.000392,110.949433
2021-03-12,0,6.313787,466.04471,0.0004,73.885904
2021-03-13,1,1.643516,413.323685,0.000384,34.928114
2021-03-13,2,0.97028,388.592291,0.061608,20.463159
2021-03-13,3,1.40764,379.349172,0.061552,20.848676
2021-03-13,4,0.45552,292.651419,0.061512,16.964056
2021-03-13,5,0.00004,258.204047,0.018616,21.019148
2021-03-13,6,0.00216,260.589572,0.001272,35.414816
2021-03-13,7,1.219552,217.316444,0.104348,22.725959
2021-03-13,8,218.55056,171.715099,15.530867,13.729963
2021-03-13,9,904.133623,95.05949,68.380866,12.894311
2021-03-13,10,1802.554692,108.3208,115.928023,8.222613
2021-03-13,11,1612.567621,87.296945,129.326648,9.592661
2021-03-13,12,1884.032185,46.087047,117.144741,7.511806
2021-03-13,13,1996.654954,19.270565,126.982027,7.309765
2021-03-13,14,2114.442141,42.411185,125.874802,11.703841
2021-03-13,15,2381.729785,57.325636,152.485098,13.19237
2021-03-13,16,1942.92585,60.730033,129.19185,18.888802
2021-03-13,17,1244.395425,65.458574,97.356857,31.45711
2021-03-13,18,953.763995,61.525433,37.664576,39.094879
2021-03-13,19,859.220309,55.778618,7.168046,62.958718
2021-03-13,20,978.869624,54.97867,8.584869,80.282524
2021-03-13,21,871.509841,46.281223,7.90081,57.596042
2021-03-13,22,566.896533,51.681155,5.473566,48.75017
2021-03-13,23,200.186736,76.41045,1.254964,47.071922
2021-03-13,0,54.309841,89.607828,0.286952,48.678983
2021-03-14,1,15.521871,93.649268,0.321832,26.187052
2021-03-14,2,4.670274,109.207593,0.30132,19.79279
2021-03-14,3,2.920595,165.610659,0.254552,15.470186
2021-03-14,4,2.005167,166.056614,0.2442,13.795623
2021-03-14,5,1.86288,167.247891,0.213424,16.161225
2021-03-14,6,1.367756,173.000587,0.238632,33.17639
2021-03-14,7,2.085148,183.944359,0.21416,33.476016
2021-03-14,8,170.946584,181.234994,16.306484,47.089604
2021-03-14,9,712.478308,151.380243,73.125402,46.831516
2021-03-14,10,1458.970262,141.01805,139.508247,54.493622
2021-03-14,11,1482.528533,98.084934,185.625413,34.986758
2021-03-14,12,1773.535071,65.777793,210.57294,4.247289
2021-03-14,13,1854.723517,32.346234,209.875552,4.962456
2021-03-14,14,1868.905502,38.906738,208.594056,4.842539
2021-03-14,15,2119.430668,48.009215,193.553144,5.272233
2021-03-14,16,1868.544809,44.217104,152.742313,27.920121
2021-03-14,17,1310.288369,48.215391,100.756978,22.640242
2021-03-14,18,962.805468,54.697365,42.402786,21.680834
2021-03-14,19,856.739621,45.712393,7.764208,56.391023
2021-03-14,20,974.622322,55.86756,8.333145,45.309306
2021-03-14,21,857.878796,60.53403,8.329975,28.02373
2021-03-14,22,543.525362,60.472577,4.909736,15.37555
2021-03-14,23,189.005708,56.409763,1.491156,9.033922
2021-03-14,0,49.331186,52.409076,1.500493,5.814063
2021-03-15,1,14.272438,41.334074,0.377144,5.255395
2021-03-15,2,4.638598,40.660822,0.259248,10.346066
2021-03-15,3,2.899111,63.153238,0.255544,32.534143
2021-03-15,4,1.333304,73.820425,0.249704,35.361194
2021-03-15,5,0.698876,88.499665,0.250216,24.372737
2021-03-15,6,0.77806,104.064814,0.2392,26.163261
2021-03-15,7,3.412784,140.193519,0.49911,18.688334
2021-03-15,8,245.64405,162.155264,18.406661,22.055476
2021-03-15,9,922.816746,186.246755,45.743433,36.305621
2021-03-15,10,1583.207325,273.214463,120.099901,41.845833
2021-03-15,11,1428.747055,328.522034,163.390415,47.549841
2021-03-15,12,1723.315723,365.010117,192.474225,43.602808
2021-03-15,13,1747.917978,399.52062,198.037501,38.961725
2021-03-15,14,1760.828794,368.296105,195.9307,37.742207
2021-03-15,15,1993.20044,325.870414,116.135333,79.040107
2021-03-15,16,1768.142987,308.633175,83.878656,92.301555
2021-03-15,17,929.898139,348.71617,39.078462,65.705914
2021-03-15,18,810.685801,293.7632,13.291336,35.314446
2021-03-15,19,843.994271,350.431818,5.208048,46.006088
2021-03-15,20,962.761803,386.236671,8.554693,77.22839
2021-03-15,21,842.671335,488.617035,8.310695,85.760518
2021-03-15,22,532.544647,529.53343,4.892616,90.508263
2021-03-15,23,196.216206,531.92358,1.142929,74.666835
2021-03-15,0,52.142506,516.318891,1.49821,101.884581
2021-03-16,1,15.362628,500.214563,0.41308,92.296855
2021-03-16,2,5.30971,521.104488,0.256864,88.51364
2021-03-16,3,2.905635,553.781227,0.254328,76.796333
2021-03-16,4,1.655708,644.526769,0.24864,59.952588
2021-03-16,5,0.714018,716.03567,0.21076,60.631753
2021-03-16,6,0.981299,702.480212,0.215096,53.373999
2021-03-16,7,1.399592,738.840217,0.119773,89.861111
2021-03-16,8,172.361366,764.119931,4.182417,66.598028
2021-03-16,9,861.657937,805.260293,11.262225,71.454309
2021-03-16,10,1871.805419,834.989668,24.892248,124.209811
2021-03-16,11,1780.793203,819.851692,60.124233,129.124812
2021-03-16,12,2117.444587,677.179432,97.110815,139.610432
2021-03-16,13,2309.105692,560.037156,177.899472,87.063067
2021-03-16,14,2661.896033,445.983817,187.114659,43.723743
2021-03-16,15,3057.774968,436.56973,171.209056,80.300271
2021-03-16,16,2573.101542,494.293488,149.605753,98.652964
2021-03-16,17,1751.649733,520.492299,104.273928,108.193292
2021-03-16,18,1145.644848,508.398297,44.425547,121.80181
2021-03-16,19,881.905628,423.82888,7.626654,182.253468
2021-03-16,20,998.485377,397.760961,8.581524,173.984086
2021-03-16,21,894.294093,422.155737,8.107694,139.680934
2021-03-16,22,603.35553,357.282081,6.283168,129.832394
2021-03-16,23,205.987865,257.388948,2.198069,130.242885
2021-03-16,0,57.62406,238.995271,0.285304,126.187636
2021-03-17,1,17.467023,214.754004,0.367664,113.974801
2021-03-17,2,6.094367,152.91338,0.197664,102.904901
2021-03-17,3,3.881147,112.779046,0.194888,113.341295
2021-03-17,4,2.098987,123.003841,0.18808,106.868217
2021-03-17,5,0.754336,178.783051,0.188336,124.043435
2021-03-17,6,0.8449,188.498941,0.22444,135.109309
2021-03-17,7,5.326823,122.351223,0.453173,127.933295
2021-03-17,8,342.98589,85.246308,23.985925,104.331286
2021-03-17,9,1296.212398,66.044058,90.465358,49.249695
2021-03-17,10,2296.115156,106.408506,156.871483,29.248904
2021-03-17,11,1921.8898,77.890681,193.729593,22.376003
2021-03-17,12,2128.436824,54.468038,221.429579,20.12054
2021-03-17,13,2184.810907,50.26818,230.995765,9.225891
2021-03-17,14,2417.050014,57.922611,217.034271,10.109305
2021-03-17,15,2698.829552,100.169905,186.973521,15.986121
2021-03-17,16,2238.684861,87.909226,134.343504,23.568634
